순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량
8338,P5,2020-07-21,야간,201102-19326-604,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8339,P5,2020-07-21,야간,201102-19326-605,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8340,P5,2020-07-21,야간,201102-19326-606,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8341,P5,2020-07-21,야간,201102-19326-607,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8342,P5,2020-07-21,야간,201102-19326-608,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8343,P5,2020-07-21,야간,201102-19326-609,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8344,P5,2020-07-21,야간,201102-19326-610,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8345,P5,2020-07-21,야간,201102-19326-611,001,"01,02",가열로2호기,"COGGING
","TWCrMo825
(INGOT)","V.T.M M/SHAFT COGGING(V-DIE사용)
별도시방서참고","열처리 예열
￠1000 R/B",ALLOY,1,11000,1,85.96
8346,P5,2020-07-21,야간,200703-12500-003,001,"01,02",가열로1호기,"2516.00 X 1646.00 X 247.00
",TW S45SU,"20/20/20 S/N:001
1666*450*395","열처리예열
800 R/B",CARBON,1,6650,1,80.7
8347,P5,2020-07-21,야간,200703-12500-006,001,"01,02",가열로1호기,"2516.00 X 1646.00 X 247.00
",TW S45SU,"20/20/20 S/N:001
1666*450*395","열처리예열
800 R/B",CARBON,1,6650,1,80.7
8348,P5,2020-07-21,야간,200703-12500-010,001,"01,02",가열로1호기,"2134.00 X 1196.00 X 154.00
",TW S45SU,"20/20/20 S/N:001
1569*450*255","열처리예열
800 R/B",CARBON,1,3770,1,45.75
8349,P5,2020-07-21,야간,200716-12500-010,001,"01,02",가열로1호기,"2032.00 X 1216.00 X 196.00
",TW S45SU,"20/20/20 S/N:001
1497*450*300","열처리예열
800 R/B",CARBON,1,3990,1,48.42
8350,P5,2020-07-21,야간,"200716-19949-001
1/2차작업","001,002","01,02",가열로1호기,"1803.40 X 0.00 X 319.09
",TW 350LF2,"45/35 S/N:001-002
1848.4 X 354.09","400T
SLAB",CARBON,2,7760,2,94.17
8351,P8,2020-07-21,주간,200706-01502-042,"003,004,005","12,15",가열로15호기,4327.60 X 3837.60 X 151.00,S355NL,"1361*450*480
30/30/25",Φ800 R/B,CARBON,0,4873,3,52.75
8352,P8,2020-07-21,주간,200708-19302-028,001,"12,15",가열로15호기,4974.00 X 4538.00 X 130.00,S355NL,"1296*450*545
35/35/37(시)",Φ800 R/B,CARBON,0,4748,1,51.39
8353,P8,2020-07-21,주간,200708-19302-028,"002,003,004","12,15",가열로15호기,4974.00 X 4538.00 X 130.00,S355NL,"1277*450*540
35/35/30",Φ800 R/B,CARBON,0,4748,3,51.39
8354,P8,2020-07-21,주간,200708-19302-029,"001,002,003,004","12,15",가열로15호기,4974.00 X 4538.00 X 130.00,S355NL,"1277*450*540
35/35/30",Φ800 R/B,CARBON,0,4748,4,51.39
8355,P8,2020-07-21,주간,200708-19302-038,001,"12,15",가열로15호기,4172.00 X 3780.00 X 125.00,TWS355,"1215*450*460
30/30/37(시)",SLAB,CARBON,0,3324,1,35.98
8356,P8,2020-07-21,주간,200708-19302-038,"002,003,004","12,15",가열로15호기,4172.00 X 3780.00 X 125.00,TWS355,"1187*450*450
30/30/25",SLAB,CARBON,0,3324,3,35.98
8357,P8,2020-07-21,주간,200708-19302-040,001,"12,15",가열로12호기,4974.00 X 4538.00 X 130.00,S355NL,"1296*450*545
35/35/37(시)",Φ800 R/B,CARBON,0,4748,1,58.53
8358,P8,2020-07-21,주간,200708-19302-040,"002,003,004","12,15",가열로12호기,4974.00 X 4538.00 X 130.00,S355NL,"1277*450*540
35/35/30",Φ800 R/B,CARBON,0,4748,3,58.53
8359,P8,2020-07-21,주간,200708-19302-041,"001,002,003,004","12,15",가열로12호기,4974.00 X 4538.00 X 130.00,S355NL,"1277*450*540
35/35/30",Φ800 R/B,CARBON,0,4748,4,58.53
8360,P8,2020-07-21,주간,200706-01502-058,"001,002,003,004,005","12,15",가열로12호기,3719.50 X 3389.50 X 96.00,TWS355,"1068*450*395
30/30/35",SLAB,CARBON,0,2239,5,27.6
8361,P8,2020-07-21,주간,200706-01502-059,"001,002,003,004,005","12,15",가열로12호기,3719.50 X 3389.50 X 96.00,TWS355,"1068*450*395
30/30/35",SLAB,CARBON,0,2239,5,27.6
8362,P8,2020-07-21,야간,200706-01502-038,"001,002,003,004,005","16,14",가열로16호기,4688.60 X 4178.60 X 156.00,S355NL,"1417*450*530
35/35/30",Φ800 R/B,CARBON,0,5898,5,59.63
8363,P8,2020-07-21,야간,200706-01502-039,"001,002,003,004,005","16,14",가열로16호기,4688.60 X 4178.60 X 156.00,S355NL,"1417*450*530
35/35/30",Φ800 R/B,CARBON,0,5898,5,59.63
8364,P8,2020-07-21,야간,200706-01502-043,"001,002,003,004,005","16,14",가열로14호기,4327.60 X 3837.60 X 151.00,S355NL,"1361*450*480
30/30/25",Φ800 R/B,CARBON,0,4873,5,57.05
8365,P8,2020-07-21,야간,200708-19302-039,"001,002,003,004","16,14",가열로14호기,4172.00 X 3780.00 X 125.00,TWS355,"1187*450*450
30/30/25",SLAB,CARBON,0,3324,4,38.91
8366,P8,2020-07-21,야간,200706-19063-013,"001,002,003","16,14",가열로16호기,1510.00 X 1187.20 X 264.00,TW F22,"1061*450*340
20/40/30","열처리예열
Φ800 R/B",ALLOY,0,1858,3,18.78
8367,P8,2020-07-21,야간,200706-19063-014,"001,002,003","16,14",가열로16호기,1510.00 X 1187.20 X 264.00,TW F22,"1061*450*340
20/40/30","열처리예열
SLAB",ALLOY,0,1858,3,18.78
8368,P8,2020-07-21,야간,200703-12500-001,001,"16,14",가열로14호기,1654.00 X 1006.00 X 269.00,TW S45SU,"1356*450*330
20/20/20","열처리예열
Φ800 R/B",CARBON,0,3261,1,38.17
8369,P8,2020-07-21,야간,200703-12500-004,001,"16,14",가열로14호기,1654.00 X 1006.00 X 269.00,TW S45SU,"1356*450*330
20/20/20","열처리예열
Φ800 R/B",CARBON,0,3261,1,38.17
8370,P8,2020-07-21,야간,200703-12500-007,001,"16,14",가열로14호기,2309.00 X 1796.00 X 394.00,TW S45SU,"1434*450*510
20/20/20","열처리예열
Φ800 R/B",CARBON,0,5794,1,67.83
8371,P8,2020-07-21,야간,200703-12500-008,001,"16,14",가열로14호기,3404.00 X 3288.00 X 394.00,TW S45SU,"1183*450*610
90/50/25","열처리예열
Φ800 R/B",CARBON,0,4461,1,52.22
8372,P8,2020-07-21,야간,200626-15133-006,"001,002","16,14",가열로14호기,1206.00 X 350.00 X 355.00,TW 350LF2,"1251 X 200 X 390
45/150/35",히트확인,CARBON,0,3667,2,42.93
8373,P15,2020-07-21,주간,200624-15200-006,1,"20,18,17",가열로18호기,"3584.00 X 3300.00 X 3541.20
 ",A266MGr2,"7/20 22~23시 입고 예정(열괴)
7/22 주간작업분",,CARBON,1,110879,1,69.26
8374,P15,2020-07-21,주간,200415-70190-003,6,"20,18,17",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"7/20 20시 입고 예정(열괴)  COG
마지막 작업",,ALLOY,1,66600,1,41.6
8375,P15,2020-07-21,주간,200713-19133-001,1,"20,18,17",가열로18호기,"1880.00 X 0.00 X 940.00
",A266MGr2,"380T  1,2차작업(마무리)
가공치수 : 2600 X 175  사용소재통보  ",,CARBON,1,9800,1,6.12
8376,P15,2020-07-21,주간,200713-19133-002,1,"20,18,17",가열로18호기,"1880.00 X 0.00 X 940.00
",A266MGr2,"380T  1,2차작업(마무리)
가공치수 : 2600 X 175  사용소재통보  ",,CARBON,1,9800,1,6.12
8377,P15,2020-07-21,주간,200415-70190-004,6,"20,18,17",가열로17호기,"4529.00 X 0.00 X 125.00
",F11,"7/20 17시 입고 예정(열괴)
7/21 야간작업분",,ALLOY,1,38600,1,68.8
8378,P15,2020-07-21,주간,190724-14730-040,1,"20,18,17",가열로17호기,"4500SQ X 1205SQ X 310T 
",P4,"7/21 02시 입고 예정(열괴)
7/21 야간작업분",,ALLOY,1,21350,1,38.05
8379,P15,2020-07-21,주간,200213-14730-015,1,"20,18,17",가열로17호기,"4500SQ X 1205SQ X 310T 
",P4,"7/21 02시 입고 예정(열괴)
7/21 야간작업분",,ALLOY,1,21350,1,38.05
8380,P15,2020-07-21,주간,190724-14730-028,1,"20,18,17",가열로17호기,"4000SQ X 1350SQ X 290T
",P4,"7/21 02시 입고 예정(열괴)
7/21 야간작업분",,ALLOY,1,20600,1,36.72
8381,P15,2020-07-21,주간,190724-14730-029,1,"20,18,17",가열로17호기,"4000SQ X 1350SQ X 290T
",P4,"7/21 02시 입고 예정(열괴)
7/21 야간작업분",,ALLOY,1,20600,1,36.72
8382,P15,2020-07-21,주간,200604-19054-003,"5,6,7","20,18,17",가열로17호기,"4804.00 X 3684.00 X 270.00
",TWS355,700T  2회 작업  단조비 충분히 줄 것,,CARBON,3,19615,3,34.96
8383,P15,2020-07-21,주간,200707-19226-013,"1,2,3","20,18,17",가열로20호기,"6494.00 X 5994.00 X 155.00
",S355NL,380T  투입완료  ,,CARBON,3,10035,3,26.83
8384,P15,2020-07-21,주간,200707-12005-001,1,"20,18,17",가열로20호기,"1360.00 X 795.00 X 5005.00
",SF490V,"3,4차작업(마무리) 시방서 참고",,CARBON,1,32000,1,85.54
8385,P15,2020-07-21,주간,200318-19184-002,4,"20,18,17",가열로20호기,"6573.00 X 5870.00 X 324.00
",S355Mn,3차작업 시방서 참고,,CARBON,1,25450,1,68.03
8386,P15,2020-07-21,야간,200415-70190-004,6,"17,06",가열로17호기,"4529.00 X 0.00 X 125.00
",F11,투입완료  COG  첫작업 요청,,ALLOY,1,38600,1,41.55
8387,P15,2020-07-21,야간,190724-14730-040,1,"17,06",가열로17호기,"4500SQ X 1205SQ X 310T 
",P4,"투입완료 시방서 참고  1,2차작업(마무리)
금형강  다른 가열로 이용",,ALLOY,1,21350,1,22.98
8388,P15,2020-07-21,야간,200213-14730-015,1,"17,06",가열로17호기,"4500SQ X 1205SQ X 310T 
",P4,"투입완료 시방서 참고  1,2차작업(마무리)
금형강  다른 가열로 이용",,ALLOY,1,21350,1,22.98
8389,P15,2020-07-21,야간,190724-14730-028,1,"17,06",가열로17호기,"4000SQ X 1350SQ X 290T
",P4,"투입완료 시방서 참고  1차작업
금형강",,ALLOY,1,20600,1,22.17
8390,P15,2020-07-21,야간,190724-14730-029,1,"17,06",가열로17호기,"4000SQ X 1350SQ X 290T
",P4,"투입완료 시방서 참고  1차작업
금형강",,ALLOY,1,20600,1,22.17
8391,P15,2020-07-21,야간,200703-12500-009,1,"17,06",가열로6호기,"3299.00 X 2301.00 X 374.00
",S45C,"1차작업 눕혀서 투입  1000 R/BLOOM
시방서 참고",6호기,CARBON,1,15635,1,94.22
8392,P15,2020-07-21,야간,200608-99010-009,1,"17,06",가열로6호기,"2300.00 X 850.00 X 370.00
",S45C,"1차작업 눕혀서 투입  1000 R/BLOOM
시방서 참고",6호기,CARBON,1,14150,1,85.27
8393,P15,2020-07-21,야간,200706-01502-036,"1,2,3,4","17,06",가열로6호기,"3557.00 X 2560.00 X 285.00
",S355NL,380T  단조비 충분히 줄 것,6호기,CARBON,4,13000,4,78.34
8394,P5,2020-07-22,주간,200204-19180-758,001,"04,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/21 P5주
COGBAR",ALLOY,1,13480,1,51.19
8395,P5,2020-07-22,주간,200204-19180-759,001,"04,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/21 P5주
COGBAR",ALLOY,1,13480,1,51.19
8396,P5,2020-07-22,주간,200204-19180-760,001,"04,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/21 P5주
COGBAR",ALLOY,1,13480,1,51.19
8397,P5,2020-07-22,주간,200204-19180-761,001,"04,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/21 P5주
COGBAR",ALLOY,1,13480,1,51.19
8398,P5,2020-07-22,주간,200204-19180-762,001,"04,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/21 P5주
COGBAR",ALLOY,1,13480,1,51.19
8399,P5,2020-07-22,주간,200204-19180-763,001,"04,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/21 P5주
COGBAR",ALLOY,1,13480,1,51.19
8400,P5,2020-07-22,주간,200204-19180-764,001,"04,05",가열로5호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/21 P5주
COGBAR",ALLOY,1,13480,1,51.19
8401,P5,2020-07-22,주간,"200318-19184-010
2/2차작업",001,"04,05",가열로4호기,"80.00SQ X 300.00SQ X 1000.00T
",TW S355Mn,"50/50/350 S/N:001-004 동시작업
SQ130 X SQ730 X 2700T","7/21 P5주
1차작업분",CARBON,4,2200,1,44.32
8402,P5,2020-07-22,주간,"200318-19184-010
2/2차작업",005,"04,05",가열로4호기,"80.00SQ X 300.00SQ X 1000.00T
",TW S355Mn,"50/50/350 S/N:005-008 동시작업
SQ130 X SQ730 X 2700T","7/21 P5주
1차작업분",CARBON,4,2200,1,44.32
8403,P5,2020-07-22,주간,"200716-19949-001
2/2차작업","001,002","04,05",가열로4호기,"1803.40 X 0.00 X 319.09
",TW 350LF2,"45/35 S/N:001-002
1848.4 X 354.09","7/21 P5야
1차작업분",CARBON,2,7760,2,156.33
8404,P5,2020-07-22,주간,"200413-19922-002
2/2차작업","004,005,006","04,05",가열로4호기,"1797.05 X 0.00 X 228.60
",TW F304L,"50/45 S/N:004-006
1847.05 X 273.6","가우징후
재투입",SUS 304,3,6050,3,121.88
8405,P5,2020-07-22,야간,201102-19326-604,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8406,P5,2020-07-22,야간,201102-19326-605,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8407,P5,2020-07-22,야간,201102-19326-606,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8408,P5,2020-07-22,야간,201102-19326-607,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8409,P5,2020-07-22,야간,201102-19326-608,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8410,P5,2020-07-22,야간,201102-19326-609,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8411,P5,2020-07-22,야간,201102-19326-610,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8412,P5,2020-07-22,야간,201102-19326-611,001,"01,02",가열로2호기,"1500.00 X 0.00 X 2691.00
","TWCrMo825
(INGOT)",V.T.M M/SHAFT 금형작업,"7/21 P5야
COGBAR",ALLOY,1,9837,1,54.54
8413,P5,2020-07-22,야간,"200413-19922-002
2/2차작업",007,"01,02",가열로1호기,"1797.05 X 0.00 X 228.60
",TW F304L,"50/45 S/N:007
1847.05 X 273.6","가우징후
재투입",SUS 304,1,6050,1,42.3
8414,P5,2020-07-22,야간,"200413-19922-003
2/2차작업","001,002","01,02",가열로1호기,"1797.05 X 0.00 X 228.60
",TW F304L,"50/45 S/N:001-002
1847.05 X 273.6","가우징후
재투입",SUS 304,2,6050,2,42.3
8415,P5,2020-07-22,야간,"200616-15200-001
3/3차작업",001,"01,02",가열로1호기,"1035.10 X 679.20 X 1120.80
",TW F304L,"70/70/160 S/N:001
1105.1 X 609.2 X 1280.8  M/BAR작업","가우징후
재투입",SUS 304,1,7370,1,51.53
8416,P5,2020-07-22,야간,200717-19226-004,"001,002,003,004,005,006","01,02",가열로1호기,"4436.00 X 3786.00 X 175.00
",TWS355,"30/30/25 S/N:001-006
1596*450*500   단조비 확보. BOTTOM","400T
SLAB",CARBON,6,7660,6,53.55
8417,P8,2020-07-22,주간,200706-01502-040,"001,002,003,004,005","12,15",가열로15호기,4680.60 X 4152.60 X 161.00,TWS355,"1450*450*530
35/35/30",SLAB,CARBON,0,6220,5,56.81
8418,P8,2020-07-22,주간,200717-19226-001,"001,002","12,15",가열로15호기,3691.00 X 3217.00 X 180.00,TWS355,"1382*450*435
25/25/25",SLAB,CARBON,0,4575,2,41.79
8419,P8,2020-07-22,주간,200717-19226-002,"001,002,003,004,005","12,15",가열로15호기,3268.00 X 3010.00 X 400.00,TWS355,"1282*450*570
25/25/25",SLAB,CARBON,0,5067,5,46.28
8420,P8,2020-07-22,주간,200630-19448-002,"001,002,003,004,005,006,007,008,009,010,011,012","12,15",가열로12호기,3268.00 X 3010.00 X 400.00,S420NL,"1282*450*570
25/25/25",Φ800 R/B,CARBON,0,5067,12,40.09
8421,P8,2020-07-22,야간,200706-01502-041,"001,002,003,004,005","16,14",가열로14호기,4680.60 X 4152.60 X 161.00,TWS355,"1450*450*530
35/35/30",SLAB,CARBON,0,6220,5,55.97
8422,P8,2020-07-22,야간,200708-19302-050,001,"16,14",가열로16호기,4172.00 X 3780.00 X 125.00,TWS355,"1215*450*460
30/30/37(시)",SLAB,CARBON,0,3324,1,39.19
8423,P8,2020-07-22,야간,200708-19302-050,"002,003,004","16,14",가열로16호기,4172.00 X 3780.00 X 125.00,TWS355,"1187*450*450
30/30/25",SLAB,CARBON,0,3324,3,39.19
8424,P8,2020-07-22,야간,200708-19302-051,"001,002,003,004","16,14",가열로16호기,4172.00 X 3780.00 X 125.00,TWS355,"1187*450*450
30/30/25",SLAB,CARBON,0,3324,4,39.19
8425,P8,2020-07-22,야간,200708-19302-052,001,"16,14",가열로16호기,4974.00 X 4538.00 X 130.00,TWS355,"1296*450*545
35/35/37(시)",SLAB,CARBON,0,4748,1,55.98
8426,P8,2020-07-22,야간,200708-19302-052,"002,003,004","16,14",가열로16호기,4974.00 X 4538.00 X 130.00,TWS355,"1277*450*540
35/35/30",SLAB,CARBON,0,4748,3,55.98
8427,P8,2020-07-22,야간,200708-19302-053,"001,002,003,004","16,14",가열로16호기,4974.00 X 4538.00 X 130.00,TWS355,"1277*450*540
35/35/30",SLAB,CARBON,0,4748,4,55.98
8428,P8,2020-07-22,야간,200708-19302-064,001,"16,14",가열로14호기,4974.00 X 4538.00 X 130.00,TWS355,"1296*450*545
35/35/37(시)",SLAB,CARBON,0,4748,1,42.72
8429,P8,2020-07-22,야간,200708-19302-064,"002,003,004","16,14",가열로14호기,4974.00 X 4538.00 X 130.00,TWS355,"1277*450*540
35/35/30",SLAB,CARBON,0,4748,3,42.72
8430,P8,2020-07-22,야간,200708-19302-065,"001,002,003,004","16,14",가열로14호기,4974.00 X 4538.00 X 130.00,TWS355,"1277*450*540
35/35/30",SLAB,CARBON,0,4748,4,42.72
8431,P8,2020-07-22,야간,200717-15207-004,001,"16,14",가열로14호기,1380.00 X 775.00 X 172.00,TWS355,"1194*750*275
15/15/65(시)",SLAB,CARBON,0,2000,1,18
8432,P15,2020-07-22,주간,190724-14730-028,1,"20,19,18",가열로20호기,"4000SQ X 1350SQ X 290T
",P4,2차작업 시방서 참고,,ALLOY,1,20600,1,77.43
8433,P15,2020-07-22,주간,190724-14730-029,1,"20,19,18",가열로20호기,"4000SQ X 1350SQ X 290T
",P4,2차작업 시방서 참고,,ALLOY,1,20600,1,77.43
8434,P15,2020-07-22,주간,200703-12500-009,1,"20,19,18",가열로20호기,"3299.00 X 2301.00 X 374.00
",S45C,2차작업 시방서 참고,,CARBON,1,15635,1,58.77
8435,P15,2020-07-22,주간,200608-99010-009,1,"20,19,18",가열로20호기,"2300.00 X 850.00 X 370.00
",S45C,2차작업 시방서 참고,,CARBON,1,13340,1,50.14
8436,P15,2020-07-22,주간,200624-15200-006,1,"20,19,18",가열로18호기,"3584.00 X 3300.00 X 3541.20
 ",A266MGr2,투입완료  COG,,CARBON,1,110879,1,97.41
8437,P15,2020-07-22,주간,200604-19054-003,"8,9","20,19,18",가열로18호기,"4804.00 X 3684.00 X 270.00
",TWS355,700T  2회 작업  단조비 충분히 줄 것,,CARBON,2,19615,2,17.23
8438,P15,2020-07-22,주간,200716-19949-006,"1,2","20,19,18",가열로19호기,"1384.30 X 1219.20 X 2794.00
",A350LF2,1000 R/BLOOM  1차작업  사용소재 통보,,CARBON,2,16500,2,61.81
8439,P15,2020-07-22,주간,200427-12339-002,1,"20,19,18",가열로19호기,"1436.00 X 190.00 X 7717.00
",S45C,"7/21 20시 입고 예정(열괴)  시방서 참고
1,2차작업",,CARBON,1,26850,1,100.59
8440,P15,2020-07-22,주간,200414-12161-003,1,"20,19,18",가열로19호기,"1120.00 X 0.00 X 6850.00
",SF590,"7/21 20시 입고 예정(열괴)
7/22 야간작업분",,CARBON,1,37600,1,140.86
8441,P15,2020-07-22,주간,200706-01502-036,5,"20,19,18",가열로19호기,"3557.00 X 2560.00 X 285.00
",S355NL,380T  단조비 충분히 줄 것,,CARBON,1,13000,1,48.7
8442,P15,2020-07-22,주간,200717-19226-005,"1,2,3,4","20,19,18",가열로19호기,"4448.00 X 3854.00 X 230.00
",S355NL,1000 R/BLOOM ,,CARBON,4,9030,4,33.83
8443,P15,2020-07-22,주간,200716-19949-006,"3,4","20,19,18",가열로18호기,"1384.30 X 1219.20 X 2794.00
",A350LF2,1000 R/BLOOM  1차작업  사용소재 통보,,CARBON,2,16500,2,14.5
8444,P15,2020-07-22,야간,200415-70190-003,6,"03,06,17",가열로17호기,"5080.00 X 4531.00 X 1115.00
",F11,코깅바  1차작업(PUNCH)  3550*2400*1280,,ALLOY,1,56280,1,132.32
8445,P15,2020-07-22,야간,200717-19226-005,"5,6","03,06,17",가열로17호기,"4448.00 X 3854.00 X 230.00
",S355NL,1000 R/BLOOM ,,CARBON,2,9030,2,21.23
8446,P15,2020-07-22,야간,200716-19949-006,"1,2","03,06,17",가열로17호기,"1384.30 X 1219.20 X 2794.00
",A350LF2,7/23 주간작업분,,CARBON,2,16500,2,38.79
8447,P15,2020-07-22,야간,200520-19478-031,"1,2,3,4","03,06,17",가열로6호기,"4185.00 X 3778.00 X 600.00
",TWS355,700T  2회 작업  단조비 충분히 줄 것,6호기,CARBON,4,16085,4,122.03
8448,P15,2020-07-22,야간,200717-15207-004,1,"03,06,17",가열로6호기,"1380.00 X 775.00 X 172.00
",TWS355,300T  P8 작업분,6호기,CARBON,1,2200,1,16.69
8449,P15,2020-07-22,야간,200520-19478-030,1,"03,06,17",가열로6호기,"6000.00 X 5304.00 X 206.00
",TWS355,400T  작업 2회 실시 단조비 충분히 줄 것,,CARBON,1,13740,1,104.24
8450,P15,2020-07-22,야간,200520-19478-030,2,"03,06,17",가열로17호기,"6000.00 X 5304.00 X 206.00
",TWS355,400T  작업 2회 실시 단조비 충분히 줄 것,6호기,CARBON,1,13740,1,32.3
8451,P15,2020-07-22,야간,190724-14730-040,1,"03,06,17",가열로3호기,"4500SQ X 1205SQ X 310T 
",P4,단조수정  온도 : 1100℃,3호기,ALLOY,1,21350,1,91.45
8452,P15,2020-07-22,야간,200213-14730-015,1,"03,06,17",가열로3호기,"4500SQ X 1205SQ X 310T 
",P4,단조수정  온도 : 1100℃,3호기,ALLOY,1,21350,1,91.45
8453,P5,2020-07-23,주간,200204-19180-765,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,43.07
8454,P5,2020-07-23,주간,200204-19180-766,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,43.07
8455,P5,2020-07-23,주간,200204-19180-767,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,43.07
8456,P5,2020-07-23,주간,200204-19180-768,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,43.07
8457,P5,2020-07-23,주간,200204-19180-769,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,43.07
8458,P5,2020-07-23,주간,200204-19180-770,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,43.07
8459,P5,2020-07-23,주간,200204-19180-771,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,43.07
