,Type,cycle,drop_flag,in,out,가스사용량,가스사용량(마지막),가스사용량(총),가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
12,heat,3.0,0,[],[],,1828.0,2578.3999999999937,6,1233.5,2019-09-25 06:15:00,1.0,15.0,"['190812-15008-034', '190813-19173-002', '190813-19173-002', '190817-15007-017', '190817-15007-016']",2019-09-25 04:48:00,625.4,2019-09-25 04:47:00,522.7,2019-09-25 04:27:00,,2019-09-25 09:39:00,,,784.4,,
13,hold,,0,[],[],3006.6000000000063,,,6,,,,,,2019-09-25 09:39:00,,,,,,2019-09-25 21:34:00,,,,1233.8448324022347,
14,open,,0,[],[],11.799999999988358,,,6,,,,,,2019-09-25 21:34:00,1234.9,,,,,2019-09-25 21:41:00,838.0,,,,
15,reheat,,0,[],[],23.39999999999418,,,6,,,,4.0,,2019-09-25 21:41:00,838.0,,,,,2019-09-25 21:49:00,,,,,
16,open,,0,[],[],6.799999999988359,,,6,,,,,,2019-09-25 21:50:00,1140.1,,,,,2019-09-25 21:54:00,746.1,,,,
17,reheat,,0,[],[],18.400000000023287,,,6,,,,3.0,,2019-09-25 21:54:00,746.1,,,,,2019-09-25 22:00:00,,,,,
18,open,,0,[],[],6.800000000017463,,,6,,,,,,2019-09-25 22:01:00,1087.7,,,,,2019-09-25 22:04:00,761.0,,,,
19,reheat,,0,[],[],70.79999999998836,,,6,,,,1.0,,2019-09-25 22:04:00,761.0,,,,,2019-09-25 22:14:00,,,,,
20,hold,,0,[],[],6.7000000000116415,,,6,,,,,,2019-09-25 22:14:00,,,,,,2019-09-25 22:15:00,,,,1148.15,
21,open,,0,[],[],11.799999999988358,,,6,,,,,,2019-09-25 22:15:00,1150.0,,,,,2019-09-25 22:19:00,829.2,,,,
22,reheat,,0,[],[],18.60000000000582,,,6,,,,0.0,,2019-09-25 22:19:00,829.2,,,,,2019-09-25 22:22:00,,,,,
23,open,,0,[],[],3.3999999999941792,,,6,,,,,,2019-09-25 22:23:00,1078.7,,,,,2019-09-25 22:25:00,937.0,,,,
24,reheat,,0,[],[],84.3999999999942,,,6,,,,0.0,,2019-09-25 22:25:00,937.0,,,,,2019-09-25 22:36:00,,,,,
25,open,,0,[],[],6.699999999982537,,,6,,,,,,2019-09-25 22:37:00,1172.1,,,,,2019-09-25 22:40:00,987.3,,,,
26,reheat,,0,[],[],238.20000000001164,,,6,,,,0.0,,2019-09-25 22:40:00,987.3,,,,,2019-09-25 23:15:00,,,,,
27,hold,,0,[],[],1186.6000000000058,,,6,,,,,,2019-09-25 23:15:00,,,,,,2019-09-26 03:59:00,,,,1234.2336842105262,
28,open,,0,[],[],3.2999999999883585,,,6,,,,,,2019-09-26 03:59:00,1233.7,,,,,2019-09-26 04:08:00,823.5,,,,
29,reheat,,0,[],[],159.2000000000116,,,6,,,,0.0,,2019-09-26 04:08:00,823.5,,,,,2019-09-26 04:34:00,,,,,
30,hold,,0,[],[],81.3999999999942,,,6,,,,,,2019-09-26 04:34:00,,,,,,2019-09-26 04:51:00,,,,1235.361111111111,
31,open,,0,[],[],10.199999999982538,,,6,,,,,,2019-09-26 04:51:00,1234.5,,,,,2019-09-26 04:55:00,905.1,,,,
32,reheat,,0,[],[],145.7000000000116,,,6,,,,0.0,,2019-09-26 04:55:00,905.1,,,,,2019-09-26 05:21:00,,,,,
33,heat,4.0,0,[],[],,3385.200000000012,3385.200000000012,6,1234.0,0,0.0,7.0,"['190821-19454-001', '190821-19454-002', '200204-19180-031_1', '200204-19180-032_1', '200204-19180-033_1', '200204-19180-034_1', '200204-19180-035_1', '200204-19180-036_1']",2019-09-26 07:02:00,525.7,2019-09-26 07:01:00,524.0,2019-09-26 05:28:00,,2019-09-26 16:30:00,,,0.0,,
34,hold,,0,[],[],2295.8999999999937,,,6,,,,,,2019-09-26 16:30:00,,,,,,2019-09-27 01:01:00,,,,1233.7,
35,open,,0,[],[],6.7000000000116415,,,6,,,,,,2019-09-27 01:01:00,1233.0,,,,,2019-09-27 01:04:00,1072.7,,,,
36,reheat,,0,[],[],28.59999999997672,,,6,,,,1.0,,2019-09-27 01:04:00,1072.7,,,,,2019-09-27 01:12:00,,,,,
37,open,,0,[],[],5.100000000005822,,,6,,,,,,2019-09-27 01:13:00,1213.6,,,,,2019-09-27 01:16:00,1043.6,,,,
38,reheat,,0,[],[],35.30000000001746,,,6,,,,0.0,,2019-09-27 01:16:00,1043.6,,,,,2019-09-27 01:24:00,,,,,
39,open,,0,[],[],10.099999999976717,,,6,,,,,,2019-09-27 01:24:00,1197.0,,,,,2019-09-27 01:28:00,960.2,,,,
40,reheat,,0,[],[],38.70000000001164,,,6,,,,0.0,,2019-09-27 01:28:00,960.2,,,,,2019-09-27 01:36:00,,,,,
41,open,,0,[],[],1.7000000000116415,,,6,,,,,,2019-09-27 01:37:00,1173.7,,,,,2019-09-27 01:40:00,861.2,,,,
42,reheat,,0,[],[],42.0,,,6,,,,0.0,,2019-09-27 01:40:00,861.2,,,,,2019-09-27 01:48:00,,,,,
43,open,,0,[],[],1.7000000000116415,,,6,,,,,,2019-09-27 01:49:00,1154.4,,,,,2019-09-27 01:52:00,852.8,,,,
44,reheat,,0,[],[],33.60000000000582,,,6,,,,2.0,,2019-09-27 01:52:00,852.8,,,,,2019-09-27 01:59:00,,,,,
45,open,,0,[],[],3.3999999999941792,,,6,,,,,,2019-09-27 02:00:00,1132.7,,,,,2019-09-27 02:04:00,816.2,,,,
46,reheat,,0,[],[],222.20000000001164,,,6,,,,2.0,,2019-09-27 02:04:00,816.2,,,,,2019-09-27 02:39:00,,,,,
47,hold,,0,[],[],551.7000000000116,,,6,,,,,,2019-09-27 02:39:00,,,,,,2019-09-27 04:44:00,,,,1234.1658730158724,
48,open,,0,[],"['200204-19180-031', '200204-19180-032', '200204-19180-033', '200204-19180-034', '200204-19180-035', '200204-19180-036']",6.699999999982537,,,6,,,,,"['190821-19454-001', '190821-19454-002']",2019-09-27 04:44:00,1233.9,,,,,2019-09-27 04:49:00,825.5,,,,
49,reheat,,0,[],[],149.5,,,6,,,,4.0,,2019-09-27 04:49:00,825.5,,,,,2019-09-27 05:19:00,,,,,
50,heat,5.0,0,[],[],,2279.3999999999937,3928.6000000000063,6,1231.8,2019-09-30 23:35:00,2.0,11.0,"['190710-19001-057', '190821-15008-043', '190710-19001-058', '190710-19001-059', '190710-19001-060']",2019-09-30 20:37:00,45.5,2019-09-30 20:37:00,45.5,2019-09-27 05:44:00,,2019-10-01 03:36:00,,,731.0,,
51,hold,,0,[],[],75.3999999999942,,,6,,,,,,2019-10-01 03:36:00,,,,,,2019-10-01 03:44:00,,,,1234.2,
52,open,,0,[],[],16.799999999988362,,,6,,,,,,2019-10-01 03:44:00,1236.4,,,,,2019-10-01 03:47:00,1165.4,,,,
53,reheat,,0,[],[],425.5,,,6,,,,0.0,,2019-10-01 03:47:00,1165.4,,,,,2019-10-01 04:41:00,,,,,
54,hold,,0,[],[],5138.0,,,6,,,,,,2019-10-01 04:41:00,,,,,,2019-10-01 21:56:00,,,,1254.0369691119693,
55,open,,0,[],[],5.0,,,6,,,,,,2019-10-01 21:56:00,1253.4,,,,,2019-10-01 22:10:00,810.5,,,,
56,reheat,,0,[],[],262.1000000000058,,,6,,,,1.0,,2019-10-01 22:10:00,810.5,,,,,2019-10-01 22:55:00,,,,,
57,hold,,0,[],[],118.89999999999418,,,6,,,,,,2019-10-01 22:55:00,,,,,,2019-10-01 23:18:00,,,,1254.85,
58,open,,0,[],[],10.100000000005819,,,6,,,,,,2019-10-01 23:18:00,1254.7,,,,,2019-10-01 23:22:00,1036.3,,,,
59,reheat,,0,[],[],172.3999999999942,,,6,,,,0.0,,2019-10-01 23:22:00,1036.3,,,,,2019-10-01 23:56:00,,,,,
60,hold,,0,[],[],1048.8000000000177,,,6,,,,,,2019-10-01 23:56:00,,,,,,2019-10-02 04:17:00,,,,1254.116030534351,
61,open,,0,[],[],10.0,,,6,,,,,,2019-10-02 04:17:00,1252.8,,,,,2019-10-02 04:22:00,990.9,,,,
62,reheat,,0,[],[],36.60000000000582,,,6,,,,0.0,,2019-10-02 04:22:00,990.9,,,,,2019-10-02 04:31:00,,,,,
63,open,,0,[],[],5.0,,,6,,,,,,2019-10-02 04:32:00,1215.4,,,,,2019-10-02 04:39:00,861.3,,,,
64,reheat,,0,[],[],69.69999999998254,,,6,,,,1.0,,2019-10-02 04:39:00,861.3,,,,,2019-10-02 04:51:00,,,,,
65,hold,,0,[],[],28.300000000017466,,,6,,,,,,2019-10-02 04:51:00,,,,,,2019-10-02 04:56:00,,,,1195.8166666666666,
66,open,,0,[],[],1.6999999999825377,,,6,,,,,,2019-10-02 04:56:00,1206.2,,,,,2019-10-02 05:04:00,788.5,,,,
67,reheat,,0,[],[],84.6000000000058,,,6,,,,0.0,,2019-10-02 05:04:00,788.5,,,,,2019-10-02 05:15:00,,,,,
68,heat,6.0,0,[],[],,2559.8999999999937,2559.8999999999937,6,1222.9,0,0.0,4.0,"['200204-19180-052_1', '200204-19180-050_1', '200204-19180-051_1', '200204-19180-053_1', '200204-19180-054_1', '200204-19180-055_1', '200204-19180-056_1', '190820-19448-043_1', '190820-19448-043_2']",2019-10-02 05:50:00,569.3,2019-10-02 05:50:00,569.3,2019-10-02 05:19:00,,2019-10-02 10:41:00,,,0.0,,
69,hold,,0,[],[],3226.1000000000063,,,6,,,,,,2019-10-02 10:41:00,,,,,,2019-10-02 22:45:00,,,,1232.7075862068966,
70,open,,0,[],[],8.100000000005819,,,6,,,,,,2019-10-02 22:45:00,1233.9,,,,,2019-10-02 22:59:00,859.9,,,,
71,reheat,,0,[],[],51.0,,,6,,,,1.0,,2019-10-02 22:59:00,859.9,,,,,2019-10-02 23:11:00,,,,,
72,open,,0,[],"['200204-19180-052', '200204-19180-050', '200204-19180-051', '200204-19180-053', '200204-19180-054', '200204-19180-055', '200204-19180-056', '190820-19448-043', '190820-19448-043']",3.2999999999883585,,,6,,,,,[],2019-10-02 23:12:00,1173.3,,,,,2019-10-02 23:15:00,997.8,,,,
73,reheat,,0,[],[],46.20000000001164,,,6,,,,0.0,,2019-10-02 23:15:00,997.8,,,,,2019-10-02 23:26:00,,,,,
74,heat,7.0,0,[],[],,2435.700000000012,4942.400000000023,6,1225.4,2019-10-04 07:42:00,1.0,15.0,"['200204-19180-064', '200204-19180-065', '200204-19180-067', '200204-19180-068', '200204-19180-069', '200204-19180-070', '200204-19180-066']",2019-10-04 02:42:00,147.0,2019-10-04 02:41:00,124.1,2019-10-02 23:26:00,,2019-10-04 13:30:00,,,662.3,,
75,hold,,0,[],[],1955.0,,,6,,,,,,2019-10-04 13:30:00,,,,,,2019-10-04 20:25:00,,,,1232.4817307692308,
76,open,,0,[],[],10.0,,,6,,,,,,2019-10-04 20:25:00,1233.3,,,,,2019-10-04 20:34:00,841.5,,,,
77,reheat,,0,[],[],31.799999999988362,,,6,,,,2.0,,2019-10-04 20:34:00,841.5,,,,,2019-10-04 20:42:00,,,,,
78,open,,0,[],[],8.399999999994181,,,6,,,,,,2019-10-04 20:43:00,1144.2,,,,,2019-10-04 20:46:00,986.4,,,,
79,reheat,,0,[],[],36.89999999999418,,,6,,,,1.0,,2019-10-04 20:46:00,986.4,,,,,2019-10-04 20:54:00,,,,,
80,open,,0,[],[],6.7000000000116415,,,6,,,,,,2019-10-04 20:55:00,1156.0,,,,,2019-10-04 20:58:00,986.1,,,,
81,reheat,,0,[],[],40.20000000001164,,,6,,,,0.0,,2019-10-04 20:58:00,986.1,,,,,2019-10-04 21:06:00,,,,,
82,open,,0,[],[],5.100000000005822,,,6,,,,,,2019-10-04 21:07:00,1160.6,,,,,2019-10-04 21:11:00,924.7,,,,
83,reheat,,0,[],[],41.70000000001164,,,6,,,,1.0,,2019-10-04 21:11:00,924.7,,,,,2019-10-04 21:19:00,,,,,
84,open,,0,[],[],6.699999999982537,,,6,,,,,,2019-10-04 21:20:00,1148.8,,,,,2019-10-04 21:24:00,862.4,,,,
85,reheat,,0,[],[],53.39999999999418,,,6,,,,1.0,,2019-10-04 21:24:00,862.4,,,,,2019-10-04 21:33:00,,,,,
86,open,,0,[],[],1.7000000000116415,,,6,,,,,,2019-10-04 21:34:00,1142.9,,,,,2019-10-04 21:37:00,877.0,,,,
87,reheat,,0,[],[],51.79999999998836,,,6,,,,0.0,,2019-10-04 21:37:00,877.0,,,,,2019-10-04 21:45:00,,,,,
88,heat,8.0,0,[],[],,3414.6000000000063,6797.899999999994,6,1232.7,2019-10-07 21:18:00,3.0,26.0,"['190710-19001-064', '190710-19001-065', '190710-19001-066', '190710-19001-067', '190813-19173-002', '190813-19173-002']",2019-10-07 14:48:00,49.6,2019-10-07 14:44:00,49.4,2019-10-04 21:45:00,,2019-10-08 05:07:00,,,693.6,,
89,hold,,0,[],[],3064.5,,,6,,,,,,2019-10-08 05:07:00,,,,,,2019-10-08 16:28:00,,,,1233.9366568914954,
90,open,,0,[],[],9.899999999994181,,,6,,,,,,2019-10-08 16:28:00,1233.7,,,,,2019-10-08 16:32:00,993.3,,,,
91,reheat,,0,[],[],71.20000000001164,,,6,,,,2.0,,2019-10-08 16:32:00,993.3,,,,,2019-10-08 16:50:00,,,,,
92,heat,9.0,0,[],[],,173.5,173.5,6,1235.9,2019-10-08 16:59:00,0.0,1.0,"['190813-19173-002', '190813-19173-002', '190710-19001-067', '190710-19001-066']",2019-10-08 16:59:00,1011.1,2019-10-08 16:58:00,919.9,2019-10-08 16:55:00,,2019-10-08 17:37:00,,,1011.1,,
93,hold,,0,[],[],650.2000000000116,,,6,,,,,,2019-10-08 17:37:00,,,,,,2019-10-08 20:22:00,,,,1233.8475903614458,
94,open,,0,[],[],5.0,,,6,,,,,,2019-10-08 20:22:00,1233.4,,,,,2019-10-08 20:26:00,980.8,,,,
95,reheat,,0,[],[],18.599999999976717,,,6,,,,0.0,,2019-10-08 20:26:00,980.8,,,,,2019-10-08 20:31:00,,,,,
96,open,,0,[],[],1.6999999999825377,,,6,,,,,,2019-10-08 20:32:00,1157.6,,,,,2019-10-08 20:35:00,943.5,,,,
97,reheat,,0,[],[],13.399999999994181,,,6,,,,1.0,,2019-10-08 20:35:00,943.5,,,,,2019-10-08 20:39:00,,,,,
98,hold,,0,[],[],3.4000000000232835,,,6,,,,,,2019-10-08 20:39:00,,,,,,2019-10-08 20:40:00,,,,1123.1,
99,open,,0,[],[],10.099999999976717,,,6,,,,,,2019-10-08 20:40:00,1129.9,,,,,2019-10-08 20:44:00,825.6,,,,
100,reheat,,0,[],[],60.70000000001164,,,6,,,,1.0,,2019-10-08 20:44:00,825.6,,,,,2019-10-08 20:57:00,,,,,
101,hold,,0,[],[],15.299999999988358,,,6,,,,,,2019-10-08 20:57:00,,,,,,2019-10-08 21:00:00,,,,1170.225,
102,open,,0,[],[],6.7000000000116415,,,6,,,,,,2019-10-08 21:00:00,1177.2,,,,,2019-10-08 21:03:00,889.9,,,,
103,reheat,,0,[],[],226.10000000000585,,,6,,,,1.0,,2019-10-08 21:03:00,889.9,,,,,2019-10-08 21:47:00,,,,,
104,hold,,0,[],[],771.8999999999942,,,6,,,,,,2019-10-08 21:47:00,,,,,,2019-10-09 00:59:00,,,,1233.8481865284975,
105,open,,0,[],[],6.799999999988359,,,6,,,,,,2019-10-09 00:59:00,1234.3,,,,,2019-10-09 01:02:00,1088.7,,,,
106,reheat,,0,[],[],76.6000000000058,,,6,,,,0.0,,2019-10-09 01:02:00,1088.7,,,,,2019-10-09 01:21:00,,,,,
107,heat,10.0,0,[],[],,4183.200000000013,4183.200000000013,6,1255.4,0,0.0,8.0,"['190920-15007-003', '190820-19448-049_1', '190820-19448-078_2', '190820-19448-078_1', '190820-19448-072_2', '190820-19448-049_2']",2019-10-09 02:22:00,515.0,2019-10-09 02:20:00,516.4,2019-10-09 01:28:00,,2019-10-09 11:15:00,,,0.0,,
108,hold,,0,[],[],2754.3999999999937,,,6,,,,,,2019-10-09 11:15:00,,,,,,2019-10-09 22:31:00,,,,1253.5550960118167,
109,open,,0,[],['190820-19448-049'],5.0,,,6,,,,,"['190920-15007-003', '190820-19448-072', '190820-19448-078']",2019-10-09 22:31:00,1255.2,,,,,2019-10-09 22:35:00,978.6,,,,
110,reheat,,0,[],[],54.29999999998836,,,6,,,,0.0,,2019-10-09 22:35:00,978.6,,,,,2019-10-09 22:50:00,,,,,
111,open,,0,[],[],0.0,,,6,,,,,,2019-10-09 22:51:00,1242.9,,,,,2019-10-09 22:53:00,1010.3,,,,
112,reheat,,0,[],[],45.80000000001746,,,6,,,,2.0,,2019-10-09 22:53:00,1010.3,,,,,2019-10-09 23:06:00,,,,,
113,open,,0,[],"['190820-19448-049', '190820-19448-072']",8.5,,,6,,,,,"['190920-15007-003', '190820-19448-049', '190820-19448-078']",2019-10-09 23:07:00,1219.7,,,,,2019-10-09 23:11:00,942.1,,,,
114,reheat,,0,[],[],73.19999999998255,,,6,,,,0.0,,2019-10-09 23:11:00,942.1,,,,,2019-10-09 23:28:00,,,,,
115,open,,0,[],['190820-19448-078'],8.5,,,6,,,,,"['190920-15007-003', '190820-19448-049', '190820-19448-072', '190820-19448-078']",2019-10-09 23:28:00,1219.1,,,,,2019-10-09 23:32:00,846.7,,,,
116,reheat,,0,[],[],182.10000000000585,,,6,,,,2.0,,2019-10-09 23:32:00,846.7,,,,,2019-10-10 00:10:00,,,,,
117,hold,,0,[],[],219.89999999999415,,,6,,,,,,2019-10-10 00:10:00,,,,,,2019-10-10 00:59:00,,,,1253.936,
118,open,,0,[],['190820-19448-078'],5.2000000000116415,,,6,,,,,"['190920-15007-003', '190820-19448-049', '190820-19448-072']",2019-10-10 00:59:00,1254.8,,,,,2019-10-10 01:03:00,905.4,,,,
119,reheat,,0,[],[],138.5,,,6,,,,2.0,,2019-10-10 01:03:00,905.4,,,,,2019-10-10 01:35:00,,,,,
120,heat,11.0,0,[],[],,2998.0,2998.0,6,1234.8,0,0.0,5.0,"['190920-15055-005', '190920-15055-005', '190920-15055-005', '190812-15008-035', '190812-15008-035_2', '190812-15008-034_4', '190920-15055-005_4', '190920-15055-005_5']",2019-10-10 07:04:00,516.4,2019-10-10 07:03:00,447.8,2019-10-10 05:57:00,,2019-10-10 13:37:00,,,0.0,,
121,hold,,0,[],[],1754.0999999999767,,,6,,,,,,2019-10-10 13:37:00,,,,,,2019-10-10 20:31:00,,,,1233.382168674699,
122,open,,0,[],[],15.200000000011642,,,6,,,,,,2019-10-10 20:31:00,1234.9,,,,,2019-10-10 20:38:00,891.5,,,,
123,reheat,,0,[],[],25.299999999988362,,,6,,,,0.0,,2019-10-10 20:38:00,891.5,,,,,2019-10-10 20:44:00,,,,,
124,open,,0,[],[],6.799999999988359,,,6,,,,,,2019-10-10 20:44:00,1166.7,,,,,2019-10-10 20:49:00,800.9,,,,
125,reheat,,0,[],[],64.10000000003492,,,6,,,,1.0,,2019-10-10 20:49:00,800.9,,,,,2019-10-10 21:01:00,,,,,
126,hold,,0,[],[],8.5,,,6,,,,,,2019-10-10 21:01:00,,,,,,2019-10-10 21:03:00,,,,1183.0,
127,open,,0,[],[],11.799999999988358,,,6,,,,,,2019-10-10 21:03:00,1191.2,,,,,2019-10-10 21:07:00,807.4,,,,
128,reheat,,0,[],[],60.599999999976724,,,6,,,,2.0,,2019-10-10 21:07:00,807.4,,,,,2019-10-10 21:18:00,,,,,
129,open,,0,[],[],8.5,,,6,,,,,,2019-10-10 21:19:00,1173.7,,,,,2019-10-10 21:21:00,1031.1,,,,
130,reheat,,0,[],[],28.700000000011638,,,6,,,,1.0,,2019-10-10 21:21:00,1031.1,,,,,2019-10-10 21:27:00,,,,,
131,hold,,0,[],[],108.09999999997672,,,6,,,,,,2019-10-10 21:27:00,,,,,,2019-10-10 21:46:00,,,,1201.915,
132,open,,0,[],[],11.900000000023287,,,6,,,,,,2019-10-10 21:46:00,1234.6,,,,,2019-10-10 21:49:00,1039.0,,,,
133,reheat,,0,[],[],123.39999999996508,,,6,,,,0.0,,2019-10-10 21:49:00,1039.0,,,,,2019-10-10 22:13:00,,,,,
134,open,,0,[],[],10.200000000011643,,,6,,,,,,2019-10-10 22:13:00,1240.3,,,,,2019-10-10 22:17:00,1008.6,,,,
135,reheat,,0,[],[],109.70000000001164,,,6,,,,0.0,,2019-10-10 22:17:00,1008.6,,,,,2019-10-10 22:38:00,,,,,
136,hold,,0,[],[],42.20000000001164,,,6,,,,,,2019-10-10 22:38:00,,,,,,2019-10-10 22:46:00,,,,1245.9444444444443,
137,open,,0,[],"['190812-15008-035', '190812-15008-034', '190920-15055-005', '190920-15055-005']",3.3999999999650754,,,6,,,,,"['190920-15055-005', '190920-15055-005', '190920-15055-005', '190812-15008-035']",2019-10-10 22:46:00,1253.8,,,,,2019-10-10 22:49:00,946.7,,,,
138,reheat,,0,[],[],107.90000000002328,,,6,,,,1.0,,2019-10-10 22:49:00,946.7,,,,,2019-10-10 23:11:00,,,,,
139,heat,12.0,0,[],[],,3449.5,3449.5,6,1253.9,0,0.0,4.0,"['190829-01502-010', '190829-01502-010', '190829-01502-010', '190829-01502-010', '190829-01502-010', '190829-01502-011', '190829-01502-011', '190829-01502-011', '190829-01502-011', '190829-01502-011']",2019-10-11 04:49:00,539.8,2019-10-11 04:48:00,451.2,2019-10-10 23:16:00,,2019-10-11 12:02:00,,,0.0,,
140,hold,,0,[],[],2800.7999999999884,,,6,,,,,,2019-10-11 12:02:00,,,,,,2019-10-11 23:10:00,,,,1253.8765321375188,
141,open,,0,[],[],10.0,,,6,,,,,,2019-10-11 23:10:00,1253.1,,,,,2019-10-11 23:14:00,1105.5,,,,
142,reheat,,0,[],[],55.20000000001164,,,6,,,,1.0,,2019-10-11 23:14:00,1105.5,,,,,2019-10-11 23:30:00,,,,,
143,hold,,0,[],[],326.89999999996513,,,6,,,,,,2019-10-11 23:30:00,,,,,,2019-10-12 00:57:00,,,,1253.6727272727271,
144,open,,0,[],[],10.0,,,6,,,,,,2019-10-12 00:57:00,1254.5,,,,,2019-10-12 01:01:00,1073.7,,,,
145,reheat,,0,[],[],58.400000000023276,,,6,,,,0.0,,2019-10-12 01:01:00,1073.7,,,,,2019-10-12 01:16:00,,,,,
146,hold,,0,[],[],5.099999999976717,,,6,,,,,,2019-10-12 01:16:00,,,,,,2019-10-12 01:18:00,,,,1248.6666666666667,
147,open,,0,[],[],8.300000000046566,,,6,,,,,,2019-10-12 01:18:00,1250.5,,,,,2019-10-12 01:23:00,991.3,,,,
148,reheat,,0,[],[],58.5,,,6,,,,1.0,,2019-10-12 01:23:00,991.3,,,,,2019-10-12 01:38:00,,,,,
149,open,,0,[],[],3.3999999999650754,,,6,,,,,,2019-10-12 01:39:00,1213.6,,,,,2019-10-12 01:48:00,882.8,,,,
150,reheat,,0,[],[],188.79999999998842,,,6,,,,1.0,,2019-10-12 01:48:00,882.8,,,,,2019-10-12 02:24:00,,,,,
151,hold,,0,[],[],522.0,,,6,,,,,,2019-10-12 02:24:00,,,,,,2019-10-12 04:27:00,,,,1254.0379032258068,
152,open,,0,[],[],15.0,,,6,,,,,,2019-10-12 04:27:00,1255.2,,,,,2019-10-12 04:34:00,1009.5,,,,
153,reheat,,0,[],[],10.0,,,6,,,,1.0,,2019-10-12 04:34:00,1009.5,,,,,2019-10-12 04:38:00,,,,,
154,open,,0,[],[],6.7000000000116415,,,6,,,,,,2019-10-12 04:38:00,1159.6,,,,,2019-10-12 04:44:00,943.8,,,,
155,reheat,,0,[],[],65.0,,,6,,,,1.0,,2019-10-12 04:44:00,943.8,,,,,2019-10-12 04:59:00,,,,,
156,hold,,0,[],[],10.100000000034923,,,6,,,,,,2019-10-12 04:59:00,,,,,,2019-10-12 05:01:00,,,,1209.1,
157,open,,0,[],[],5.0,,,6,,,,,,2019-10-12 05:01:00,1209.7,,,,,2019-10-12 05:05:00,787.6,,,,
158,reheat,,0,[],[],83.39999999996508,,,6,,,,1.0,,2019-10-12 05:05:00,787.6,,,,,2019-10-12 05:22:00,,,,,
159,open,,0,[],[],5.0,,,6,,,,,,2019-10-12 05:23:00,1195.4,,,,,2019-10-12 05:25:00,1085.5,,,,
160,reheat,,0,[],[],61.79999999998836,,,6,,,,0.0,,2019-10-12 05:25:00,1085.5,,,,,2019-10-12 05:38:00,,,,,
161,open,,0,[],[],6.7000000000116415,,,6,,,,,,2019-10-12 05:39:00,1209.9,,,,,2019-10-12 05:41:00,1084.4,,,,
162,reheat,,0,[],[],66.79999999998836,,,6,,,,1.0,,2019-10-12 05:41:00,1084.4,,,,,2019-10-12 05:56:00,,,,,
163,open,,0,[],[],1.699999999953434,,,6,,,,,,2019-10-12 05:57:00,1214.4,,,,,2019-10-12 05:58:00,1066.8,,,,
164,reheat,,0,[],[],65.10000000003492,,,6,,,,0.0,,2019-10-12 05:58:00,1066.8,,,,,2019-10-12 06:12:00,,,,,
