,순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량,시작시간
25,1115,P5,2020-01-30,주간,191228-19365-002,001,"01,02,05",가열로1호기,"4436.00 X 3916.00 X 165.00
",S355NL,"30/30/32(시) S/N:001 시편32T
1499*450*470","R/BLOOM
￠800",CARBON,1,6280,1,89.23,2020-01-29 19:15
26,1178,P5,2020-01-31,주간,191225-19090-007,001,"01,05",가열로1호기,"1250.00SQ X 250.00SQ X 60.00T
",TWS355,"S/N:001-004 동시작업 (SQUARE 제품)
SQ3250 X SQ660 X 140T  시방서참고","300T
히트확인",CARBON,4,2510,1,36.2,2020-01-30 18:15
27,1177,P5,2020-01-31,주간,191108-12005-006,001,"01,05",가열로1호기,"470.00 X 0.00 X 8055.00
",TW 350LF2,"S/N:001 시방서참고 R/STOCK
1차,2차작업","700T
히트확인",CARBON,1,14150,1,204.06,2020-01-30 18:15
28,1305,P5,2020-02-03,야간,200104-14072-002,001,"01,05",가열로1호기,"2252.00 X 2038.00 X 1224.00
",TW 266Gr2,"50/50/50 S/N:001
1240*500*1340  펀치작업","400T
SLAB",CARBON,1,11300,1,203.8,2020-02-02 07:39
29,1304,P5,2020-02-03,야간,191126-99010-017,001,"01,05",가열로1호기,"800.00SQ X 800.00SQ X 300.00T
",TW 350LF2,"300/50/40 S/N:001-004 동시작업 후 절단
SQ3650 X SQ850 X 340T","300T
SLAB",CARBON,4,8800,1,158.71,2020-02-02 07:39
30,1306,P5,2020-02-03,야간,200106-15008-012,"001,002","01,05",가열로1호기,"1915.00 X 0.00 X 205.00
",TW 266Gr2,"40/35 S/N:001-002
1955 X 240  1차,2차작업","300T
히트확인",CARBON,2,5890,2,106.23,2020-02-02 07:39
31,1308,P5,2020-02-03,야간,200115-19234-008,"007,008","01,05",가열로1호기,"4040.00 X 3260.00 X 165.00
",S355NL,"30/30/25 S/N:001-008
1678*500*460","R/BLOOM
￠800",CARBON,8,7710,8,139.06,2020-02-02 07:39
32,1394,P5,2020-02-04,야간,200115-19234-008,"011,012,013","01,05",가열로1호기,"4040.00 X 3260.00 X 165.00
",S355NL,"30/30/25 S/N:011-013
1678*500*460","R/BLOOM
￠800",CARBON,3,7710,3,76.02,2020-02-04 06:17
33,1393,P5,2020-02-04,야간,200113-19949-003,001,"01,05",가열로1호기,"1698.63 X 0.00 X 304.80
",TW F11,"45/35 S/N:001
1743.63 X 339.8  1차,2차작업","300T
히트확인",ALLOY,1,6640,1,65.47,2020-02-04 06:17
34,1396,P5,2020-02-04,야간,가열로다이,002,"01,05",가열로1호기,"SQ(450 X 450 X 4800)
",C-STEEL,R/M사용,"R/B 테일부
및 압탕",,2,8000,2,78.88,2020-02-04 06:17
35,1392,P5,2020-02-04,야간,200113-19949-001,001,"01,05",가열로1호기,"1711.33 X 0.00 X 304.80
",TW F11,"48/38 S/N:001
1759.33 X 342.8  1차,2차작업","300T
히트확인",ALLOY,1,6820,1,67.24,2020-02-04 06:17
36,1448,P5,2020-02-05,주간,200204-19180-413,001,"01,02,04",가열로1호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE2.3MW M/SHAFT 단조수정
금형작업",2/4 입고완료,ALLOY,1,13480,1,55.69,2020-02-05 06:44
37,1533,P5,2020-02-06,야간,190627-12321-017,001,"01,05",가열로1호기,"460.00 X 0.00 X 5679.00
",TW 266MGr2,"S/N:001 시방서참고 R/STOCK
1차,2차작업","400T
히트확인",CARBON,1,9530,1,82.6,2020-02-06 01:30
38,1534,P5,2020-02-06,야간,190627-12321-021,001,"01,05",가열로1호기,"460.00 X 0.00 X 5679.00
",TW 266MGr2,"S/N:001 시방서참고 R/STOCK
1차,2차작업","400T
히트확인",CARBON,1,9530,1,82.6,2020-02-06 01:30
39,1535,P5,2020-02-06,야간,190905-19234-076,001,"01,05",가열로1호기,"6000.00 X 5500.00 X 170.00
",TWS355,"40/40/57(시) S/N:001 시편57T
1629*500*635","400T
SLAB",CARBON,1,9970,1,86.41,2020-02-06 01:30
40,1536,P5,2020-02-06,야간,190905-19234-076,002,"01,05",가열로1호기,"6000.00 X 5500.00 X 170.00
",TWS355,"40/40/35 S/N:002
1580*500*615","400T
SLAB",CARBON,1,9020,1,78.18,2020-02-06 01:30
41,1537,P5,2020-02-06,야간,190905-19234-077,"001,002","01,05",가열로1호기,"6000.00 X 5500.00 X 170.00
",TWS355,"40/40/35 S/N:001-002
1580*500*615","400T
SLAB",CARBON,2,9020,2,78.18,2020-02-06 01:30
42,1658,P5,2020-02-10,주간,200204-19411-004,"001,002","01,02,05",가열로1호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-002
1528*500*590","400T
SLAB",CARBON,2,8030,2,94.93,2020-02-08 07:30
43,1659,P5,2020-02-10,주간,200115-19234-016,"007,008,009,010,011,012,013","01,02,05",가열로1호기,"4040.00 X 3260.00 X 165.00
",S355NL,"30/30/25 S/N:007-013
1678*500*460","R/BLOOM
￠800",CARBON,7,7710,7,91.14,2020-02-08 07:30
44,1726,P5,2020-02-11,야간,200114-19230-003,001,"01,04",가열로1호기,"2426.77 X 1386.84 X 162.56
",TW B50A584B,"100/40/25 S/N:1-2 동시작업 정H/R
1757*450*300   단조비 확보할것.","열처리예열
Φ1000 R/B",ALLOY,2,5650,1,116.07,2020-02-10 20:26
45,1727,P5,2020-02-11,야간,200114-19230-004,001,"01,04",가열로1호기,"2427.55 X 1386.84 X 165.10
",TW B50A584B,"100/40/25 S/N:1-2 동시작업 정H/R
1769*450*300   단조비 확보할것.","열처리예열
Φ1000 R/B",ALLOY,2,5730,1,117.71,2020-02-10 20:26
46,1728,P5,2020-02-11,야간,200114-19230-007,001,"01,04",가열로1호기,"2336.80 X 1437.64 X 231.14
",TW B50A584B,"100/40/25 S/N:1-2 동시작업 정H/R
1760*450*355   단조비 확보할것.","열처리예열
Φ1000 R/B",ALLOY,2,6710,1,137.84,2020-02-10 20:26
47,1729,P5,2020-02-11,야간,200114-19230-008,001,"01,04",가열로1호기,"2382.82 X 1437.64 X 177.80
",TW B50A584B,"100/40/25 S/N:1-2 동시작업 정H/R
1754*450*300   단조비 확보할것.","열처리예열
Φ1000 R/B",ALLOY,2,5630,1,115.66,2020-02-10 20:26
48,1730,P5,2020-02-11,야간,200114-19230-009,001,"01,04",가열로1호기,"3749.04 X 3068.85 X 190.50
",TW B50A584B,"120/40/30 S/N:1-2 동시작업 정H/R
1767*500*450   단조비 확보할것.","열처리예열
Φ1000 R/B",ALLOY,2,8440,1,173.38,2020-02-10 20:26
49,2189,P5,2020-02-20,주간,200129-15622-001,001,"01,05",가열로1호기,"750.00 X 540.00 X 2910.00
",TWS355,"S/N:001 시방서참고 R/TRUNK
Φ470 T/BAR 사용","400T
히트확인",CARBON,1,8380,1,107.14,2020-02-19 13:21
50,2191,P5,2020-02-20,주간,200123-17035-005,001,"01,05",가열로1호기,"1320.00 X 648.00 X 1125.00
",TW SF490V,"60/198/65 S/N:001
1380 X 450 X 1190  1차,2차작업","히트확인
Φ1000 R/B",CARBON,1,13070,1,167.1,2020-02-19 13:21
51,2190,P5,2020-02-20,주간,200123-17035-004,001,"01,05",가열로1호기,"1320.00 X 648.00 X 1125.00
",TW SF490V,"60/198/65 S/N:001
1380 X 450 X 1190  1차,2차작업","히트확인
Φ1000 R/B",CARBON,1,13070,1,167.1,2020-02-19 13:21
52,2328,P5,2020-02-24,야간,200212-19042-001,"001,002,003,004,005,006","01,05",가열로1호기,"3395.00 X 3055.00 X 410.00
",S355NL,"35/35/30 S/N:001-006
1493*500*590   600T->1800T쌓기->황지","R/BLOOM
￠800",CARBON,6,7630,6,90.19,2020-02-22 07:16
53,2325,P5,2020-02-24,야간,200204-19411-016,"001,002,003,004","01,05",가열로1호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-004
1528*500*590","400T
SLAB",CARBON,4,8030,4,94.92,2020-02-22 07:16
54,2418,P5,2020-02-25,야간,190219-19800-033,001,"01,05",가열로1호기,"2428.77 X 1452.88 X 172.72
",TW B50A584B,"99/20/20 S/N:001-002 정H/R 동시작업
1736*450*300","열처리 예열
￠1000 R/B",ALLOY,2,5510,1,33.64,2020-02-25 06:30
55,2417,P5,2020-02-25,야간,190219-19800-021,001,"01,05",가열로1호기,"2383.36 X 1452.88 X 165.10
",TW B50A584B,"99.3/20/20 S/N:001-002 정H/R 동시작업
1702*450*285","열처리 예열
￠1000 R/B",ALLOY,2,5030,1,30.71,2020-02-25 06:30
56,2419,P5,2020-02-25,야간,190219-19800-036,001,"01,05",가열로1호기,"3774.44 X 3037.84 X 231.14
",TW B50A584B,"104.3/25/25 S/N:001-002 정H/R 동시작업
1834*500*495","열처리 예열
￠1000 R/B",ALLOY,2,10060,1,61.42,2020-02-25 06:30
57,2420,P5,2020-02-25,야간,190219-19800-039,001,"01,05",가열로1호기,"3774.44 X 3058.16 X 203.20
",TW B50A584B,"114.3/25/25 S/N:001-002 정H/R 동시작업
1776*500*470","열처리 예열
￠1000 R/B",ALLOY,2,8920,1,54.46,2020-02-25 06:30
58,2421,P5,2020-02-25,야간,200220-19234-012,"001,002,003,004","01,05",가열로1호기,"4800.00 X 4000.00 X 165.00
",TWS355,"35/35/30 S/N:001-004
1773*500*520","400T
SLAB",CARBON,4,9830,4,60.02,2020-02-25 06:30
59,2705,P5,2020-03-02,야간,200211-19240-001,"001,002,003","01,03",가열로1호기,"2956.00 X 2610.00 X 550.00
",TWS355,"30/30/30 S/N:001-003
1459*500*705","400T
SLAB",CARBON,3,8650,3,115.08,2020-02-29 08:20
60,2706,P5,2020-03-02,야간,200211-19240-002,"001,002,003","01,03",가열로1호기,"2956.00 X 2610.00 X 550.00
",TWS355,"30/30/30 S/N:001-003
1459*500*705","400T
SLAB",CARBON,3,8650,3,115.08,2020-02-29 08:20
61,2707,P5,2020-03-02,야간,200211-19240-003,001,"01,03",가열로1호기,"2956.00 X 2610.00 X 550.00
",TWS355,"30/30/30 S/N:001
1459*500*705","400T
SLAB",CARBON,1,8650,1,115.08,2020-02-29 08:20
62,2863,P5,2020-03-04,야간,200204-19411-029,"001,002,003,004","01,02,03",가열로1호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/40 S/N:001-004
1540*500*595","400T
SLAB",CARBON,4,8240,4,134.39,2020-03-04 02:30
63,2916,P5,2020-03-05,야간,200204-19411-034,"001,002,003,004","01,02,03",가열로1호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/40 S/N:001-004
1540*500*595","400T
SLAB",CARBON,4,8240,4,62.74,2020-03-05 06:50
64,2917,P5,2020-03-05,야간,200212-19042-008,"005,003,004","01,02,03",가열로1호기,"3395.00 X 3055.00 X 410.00
",S355NL,"35/35/35 S/N:001-005
1501*500*595   600T->1800T쌓기->황지","R/BLOOM
￠800",CARBON,5,7790,5,59.31,2020-03-05 06:50
65,2972,P5,2020-03-06,야간,180904-12339-055,001,"01,02,03",가열로1호기,"478.00 X 0.00 X 7417.00
",TW 350LF2,S/N:001 시방서참고 R/STOCK,"1000 R/B
CEQ초과소재",CARBON,1,13970,1,166.36,2020-03-06 06:45
66,3028,P5,2020-03-09,야간,200221-19234-009,"001,002,003,004,005","01,04,19",가열로1호기,"4996.50 X 4472.50 X 187.00
",TWS355,"35/35/35 S/N:001-005
1570*500*570","400T
SLAB",CARBON,5,8250,5,92.2,2020-03-07 07:00
67,3029,P5,2020-03-09,야간,가열로다이,"002,003","01,04,19",가열로1호기,"SQ(450 X 450 X 4700)
",C-STEEL,P8사용 (15호기),"R/B 테일부
및 압탕",,2,7900,2,88.28,2020-03-07 07:00
68,3091,P5,2020-03-10,야간,200205-19922-001,"001,002,003","01,04",가열로1호기,"1797.05 X 0.00 X 228.60
",TW F304L,"50/45 S/N:001-003
1847.05 X 273.6   1차작업 후 가우징","톱절단
300T",SUS 304,3,6050,3,69.6,2020-03-10 06:40
69,3088,P5,2020-03-10,야간,200116-19334-002,001,"01,04",가열로1호기,"1183.00 X 517.00 X 776.00
",S35C,"60/217/60 S/N:001
1243 X 300 X 836","열처리예열
400T",CARBON,1,7820,1,89.97,2020-03-10 06:40
70,3089,P5,2020-03-10,야간,200212-19004-001,001,"01,04",가열로1호기,"1630.00 X 452.00 X 492.40
",TW S25C,"25/152/25 S/N:001 UT불량 단조수정
1655 X 300 X 517.4  도면참고","단조수정
불량품투입",CARBON,1,8611,1,99.07,2020-03-10 06:40
71,3090,P5,2020-03-10,야간,200212-19004-002,001,"01,04",가열로1호기,"1460.00 X 452.00 X 358.00
",TW S25C,"30/152/30 S/N:001  UT불량 단조수정
1490 X 300 X 388  도면참고","단조수정
불량품투입",CARBON,1,5214,1,59.99,2020-03-10 06:40
72,3299,P5,2020-03-13,주간,200105-19180-365,001,"01,02,03",가열로1호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 단조수정
재금형작업  1050도 가열.","가공처
입고완료",ALLOY,1,9554,1,0,2020-03-12 18:00
73,3367,P5,2020-03-16,야간,200212-19042-006,"004,005,006,007,008,009,010,011,012","01,03",가열로1호기,"4675.00 X 4125.00 X 125.00
",S355NL,"35/35/30 S/N:001-012
1381*450*500","R/BLOOM
Φ800",CARBON,12,5570,12,171.36,2020-03-14 07:00
74,3428,P5,2020-03-17,야간,191125-19581-002,001,"01,03",가열로1호기,"980.00 X 725.00 X 2520.00
",TW S360,"S/N:001 시방서참고 R/TRUNK
650 T/BAR사용  두번작업할것","3/17 P5주
1차작업분",CARBON,1,13930,1,186.72,2020-03-17 06:50
75,3426,P5,2020-03-17,야간,200214-19235-001,001,"01,03",가열로1호기,"205.00SQ X 300.00SQ X 700.00T
",TW 350LF2,"S/N:001-006 동시작업 시방서참고
1차,2차작업","지정300T
SB72628",CARBON,6,4500,1,60.32,2020-03-17 06:50
76,3427,P5,2020-03-17,야간,200214-19235-002,001,"01,03",가열로1호기,"205.00SQ X 300.00SQ X 700.00T
",TW 350LF2,"7EA 동시작업  시방서참고
1차,2차작업","지정300T
SB72628",CARBON,6,5200,1,69.7,2020-03-17 06:50
77,3559,P5,2020-03-19,야간,200131-19157-010,001,"01,02",가열로1호기,"1844.00 X 1301.50 X 695.00
",TW F22,"35/60/50 S/N:001
1444*500*815","열처리예열
지정히트",ALLOY,1,9760,1,94.77,2020-03-19 03:33
78,3560,P5,2020-03-19,야간,200131-19157-017,"001,002","01,02",가열로1호기,"1838.00 X 1295.50 X 675.00
",TW F22,"35/60/50 S/N:001-002
1444*500*790 600T->1800T->황지","열처리예열
히트확인",ALLOY,2,9470,2,91.95,2020-03-19 03:33
79,3561,P5,2020-03-19,야간,200131-19157-023,001,"01,02",가열로1호기,"1598.00 X 1077.50 X 580.00
",TW F22,"35/60/50 S/N:001
1304*450*690","열처리예열
지정히트",ALLOY,1,6750,1,65.54,2020-03-19 03:33
80,3562,P5,2020-03-19,야간,200205-19922-002,"001,002,003","01,02",가열로1호기,"1797.05 X 0.00 X 228.60
",TW F304L,"50/45 S/N:001-003
1847.05 X 273.6   크랙발생시 가우징","톱절단
300T",SUS 304,3,6050,3,58.74,2020-03-19 03:33
81,3563,P5,2020-03-19,야간,200217-15226-055,001,"01,02",가열로1호기,"1914.00 X 0.00 X 200.00
",TW F304L,"45/45 S/N:001
1959 X 245   크랙발생시 가우징","톱절단
300T",SUS 304,1,6090,1,59.13,2020-03-19 03:33
82,3627,P5,2020-03-20,야간,200105-19180-397,001,"01,02,05",가열로1호기,COGGING,"WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서 코깅바 UT합격. 재단조(코깅)","150톤크레인장
코깅바",ALLOY,1,10530,1,104.54,2020-03-20 07:09
83,3628,P5,2020-03-20,야간,가열로다이,001,"01,02,05",가열로1호기,"SQ(450 X 450 X 4800)
",C-STEEL,R/M사용,"R/B 테일부
및 압탕",,2,8000,2,79.42,2020-03-20 07:09
84,3626,P5,2020-03-20,야간,200105-19180-396,001,"01,02,05",가열로1호기,COGGING,"WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서 코깅바 UT합격. 재단조(코깅)","150톤크레인장
코깅바",ALLOY,1,10530,1,104.54,2020-03-20 07:09
85,3698,P5,2020-03-23,야간,191125-19581-002,002,"01,04",가열로1호기,"980.00 X 725.00 X 2520.00
",TW S360,"S/N:002 시방서참고 R/TRUNK
650 T/BAR사용","R/BLOOM
Φ1000",CARBON,1,13930,1,123.2,2020-03-21 07:30
86,3690,P5,2020-03-23,야간,200106-99010-001,001,"01,04",가열로1호기,"1670.00SQ X 1600.00SQ X 330.00T
",TW 42CrMo4,"80/80/50 S/N:001  축방향바꿈
SQ1750 X SQ1680 X 380T","3/23 P5주
1차작업분",ALLOY,1,9200,1,81.36,2020-03-21 07:30
87,3699,P5,2020-03-23,야간,200129-15088-001,"001,002","01,04",가열로1호기,"1190.00 X 603.26 X 1091.00
",TW SF490V,"60/153.26/80 S/N:001-002
1250 X 450 X 1171  단조비 확보.","Φ1000 R/B
히트확인",CARBON,2,10300,2,91.09,2020-03-21 07:30
88,3769,P5,2020-03-24,야간,200204-19411-040,"001,002,003,004","01,04",가열로1호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-004
1528*500*590","400T
SLAB",CARBON,4,8030,4,65.08,2020-03-24 02:37
89,3770,P5,2020-03-24,야간,200204-19411-041,001,"01,04",가열로1호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001
1528*500*590","400T
SLAB",CARBON,1,8030,1,65.08,2020-03-24 02:37
90,3771,P5,2020-03-24,야간,200226-15055-002,001,"01,04",가열로1호기,"3452.00 X 3000.00 X 330.00
",TW 350LF2,"25/25/25 S/N:001
1564*500*530","400T
히트확인",CARBON,1,7610,1,61.67,2020-03-24 02:37
91,3772,P5,2020-03-24,야간,200131-19157-028,001,"01,04",가열로1호기,"1752.00 X 0.00 X 330.00
",TW F22,"45/35 S/N:001
1797 X 365  1차,2차작업","열처리예열
300T",ALLOY,1,7560,1,61.27,2020-03-24 02:37
92,3773,P5,2020-03-24,야간,200131-19157-031,001,"01,04",가열로1호기,"1752.00 X 0.00 X 330.00
",TW F22,"45/35 S/N:001
1797 X 365  1차,2차작업","열처리예열
300T",ALLOY,1,7560,1,61.27,2020-03-24 02:37
93,3850,P5,2020-03-25,야간,200130-12321-002,001,"01,04",가열로1호기,"495.00 X 0.00 X 4940.00
",TW 266MGr2,"S/N:001 시방서참고 R/STOCK
1차,2차작업","400T
히트확인",CARBON,1,9310,1,93.71,2020-03-25 06:56
94,3849,P5,2020-03-25,야간,200130-12321-001,001,"01,04",가열로1호기,"360.00 X 0.00 X 5099.00
",TW 266MGr2,"S/N:001 시방서참고 R/STOCK
1차,2차작업","400T
히트확인",CARBON,1,5780,1,58.18,2020-03-25 06:56
95,3848,P5,2020-03-25,야간,200204-19411-046,"003,004","01,04",가열로1호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:003-004
1528*500*590","400T
SLAB",CARBON,2,8030,2,80.83,2020-03-25 06:56
96,3902,P5,2020-03-26,야간,200212-15045-001,"002,003","01,04",가열로1호기,"630.00 X 0.00 X 4515.00
",S30Mn,"S/N:002-003 시방서참고 PISTON ROD
1차,2차작업","400T
SLAB",CARBON,2,8500,2,129.57,2020-03-26 03:44
97,3903,P5,2020-03-26,야간,200214-19235-001,001,"01,04",가열로1호기,"205.00SQ X 300.00SQ X 700.00T
",TW 350LF2,"S/N:001-006 단조수정(UT불량)
수정방안 참고","단조수정
열처리반앞",CARBON,6,4500,1,68.6,2020-03-26 03:44
98,3904,P5,2020-03-26,야간,200214-19235-002,001,"01,04",가열로1호기,"205.00SQ X 300.00SQ X 700.00T
",TW 350LF2,"7EA 동시작업  단조수정(UT불량)
수정방안 참고","단조수정
열처리반앞",CARBON,6,5200,1,79.27,2020-03-26 03:44
99,3959,P5,2020-03-27,야간,200221-19234-029,"001,002,003,004,005","01,04",가열로1호기,"4996.50 X 4472.50 X 187.00
",TWS355,"35/35/30 S/N:001-005
1560*500*565","400T
SLAB",CARBON,5,8070,5,38,2020-03-27 02:42
100,3958,P5,2020-03-27,야간,200221-19234-028,"001,002,003,004,005","01,04",가열로1호기,"4996.50 X 4472.50 X 187.00
",TWS355,"35/35/30 S/N:001-005
1560*500*565","400T
SLAB",CARBON,5,8070,5,38,2020-03-27 02:42
101,4029,P5,2020-03-30,야간,200203-19968-001,002,"01,02",가열로1호기,"3005.00 X 2050.00 X 140.00
", TW F321H,"35/35/35 S/N:002 시방서참고
1850*500*300","가우징후
투입",SUS 321,1,6690,1,93.31,2020-03-28 09:06
