,°¡¿­·Î ¹øÈ£,½ÃÀÛ½Ã°£,Á¾·á½Ã°£,°¡½º»ç¿ë·®,Type,¼ÒÀç list,ÀÛ¾÷ÀÏÀÚ,ÁÖ/¾ß°£,in,out,cycle,ÆòÀÏ/ÁÖ¸»,drop_flag,gradient,part_types,temp diff,time diff,°¡½º»ç¿ë·®(¸¶Áö¸· ±¸°£),°¡¿­¿Ï·á ¿Âµµ,°¡¿­Áß ¸¶Áö¸· ¹®´ÝÈù ½Ã°£,°¡¿­Áß ¹®¿­¸² È½¼ö,»¬½Ã°£,½ÃÀÛ¿Âµµ,½ÇÁ¦ ½ÃÀÛ½Ã°£,¿ø·¡½ÃÀÛÁ¡¿Âµµ,ÀÌÀü Á¾·á½Ã°£,Á¾·á¿Âµµ,ÃÖÁ¾ °¡¿­½ÃÀÛ ¿Âµµ,Æò±Õ¿Âµµ,°ãÄ§¼ö·®,Á÷Àü »çÀÌÅ¬ ¼ÒÀç ¼ö·®,°ãÄ§¿©ºÎ
87,5,2019-07-16 04:46:00,2019-07-16 04:55:00,50.19999999925494,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,0.0,1102.9,,,,,,,4,4.0,°ãÄ§
88,5,2019-07-16 06:56:00,2019-07-16 06:57:00,0.0,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,437.2,,,,,,,4,4.0,°ãÄ§
89,5,2019-07-16 14:41:00,2019-07-16 14:42:00,0.0,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,660.3,,,,,,,4,4.0,°ãÄ§
90,5,2019-07-16 17:36:00,2019-07-16 18:28:00,426.3000000007452,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,0.0,796.6,,,,,,,4,4.0,°ãÄ§
91,5,2019-07-17 09:13:00,2019-07-17 09:28:00,104.0,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,1.0,872.7,,,,,,,4,4.0,°ãÄ§
92,5,2019-07-17 09:36:00,2019-07-17 09:59:00,137.09999999962747,reheat,[''],2019-07-17,ÁÖ°£,[],[],10.0,,0.0,,,,,,,,,2.0,931.3,,,,,,,4,4.0,°ãÄ§
93,5,2019-07-18 08:33:00,2019-07-18 08:45:00,73.19999999925494,reheat,[''],2019-07-18,ÁÖ°£,[],[],11.0,,0.0,,,,,,,,,1.0,962.1,,,,,,,4,4.0,°ãÄ§
94,5,2019-07-18 09:11:00,2019-07-18 09:22:00,63.09999999962746,reheat,[''],2019-07-18,ÁÖ°£,[],[],11.0,,0.0,,,,,,,,,0.0,1032.4,,,,,,,4,4.0,°ãÄ§
95,5,2019-07-18 09:36:00,2019-07-18 09:46:00,57.90000000037254,reheat,[''],2019-07-18,ÁÖ°£,[],[],11.0,,0.0,,,,,,,,,0.0,1086.0,,,,,,,4,4.0,°ãÄ§
96,5,2019-07-18 09:56:00,2019-07-18 10:04:00,51.299999998882406,reheat,[''],2019-07-18,ÁÖ°£,[],[],11.0,,0.0,,,,,,,,,0.0,1067.4,,,,,,,4,4.0,°ãÄ§
97,5,2019-07-18 10:15:00,2019-07-18 10:23:00,49.59999999962746,reheat,[''],2019-07-18,ÁÖ°£,[],[],11.0,,0.0,,,,,,,,,0.0,1072.0,,,,,,,4,4.0,°ãÄ§
98,5,2019-07-18 10:34:00,2019-07-18 10:44:00,64.5,reheat,[''],2019-07-18,ÁÖ°£,[],[],11.0,,0.0,,,,,,,,,1.0,1043.8,,,,,,,4,4.0,°ãÄ§
